,Year,HH_LGA_ID,HH_LGA_NAME,TRAVEL_MODE,TRIPS_BY_MODE,PCT_OF_TOTAL_TRIPS,MODE_SHARE,DISTANCE_BY_MODE,PCT_OF_TOTAL_DISTANCE,TRIP_AVG_DISTANCE (km),TRIP_AVG_TIME (mins)
124,2023,4700,Lane Cove,vehicle driver,83000,39.3,45.0,706000,61.7,8.5,17.4
125,2023,4700,Lane Cove,vehicle passenger,39000,18.4,21.1,220000,19.2,5.6,14.7
126,2023,4700,Lane Cove,walk linked,27000,12.8,,16000,1.4,0.6,9.0
127,2023,4700,Lane Cove,walk only,40000,18.9,21.6,41000,3.6,1.0,10.5
128,2023,4900,Liverpool,other**,3000,0.4,0.4,4000,0.1,1.4,30.0
129,2023,4900,Liverpool,public transport*,40000,5.8,6.4,536000,8.4,13.4,26.0
130,2023,4900,Liverpool,vehicle driver,334000,48.6,54.0,3991000,62.6,11.9,22.7
131,2023,4900,Liverpool,vehicle passenger*,190000,27.6,30.6,1766000,27.7,9.3,23.5
132,2023,4900,Liverpool,walk linked*,68000,10.0,,40000,0.6,0.6,8.9
133,2023,4900,Liverpool,walk only*,53000,7.6,8.5,36000,0.6,0.7,10.3
134,2023,5050,Maitland,other*,4000,1.1,1.1,17000,0.4,4.0,25.4
135,2023,5050,Maitland,public transport*,5000,1.2,1.2,55000,1.3,12.1,27.8
136,2023,5050,Maitland,vehicle driver,209000,53.0,53.7,3036000,70.8,14.5,19.8
137,2023,5050,Maitland,vehicle passenger*,131000,33.3,33.7,1158000,27.0,8.8,15.5
138,2023,5050,Maitland,walk linked*,5000,1.3,,4000,0.1,0.8,7.6
139,2023,5050,Maitland,walk only*,40000,10.2,10.4,18000,0.4,0.5,11.3
140,2023,5350,Mosman,other*,2000,1.7,1.9,21000,2.3,8.3,24.7
141,2023,5350,Mosman,public transport*,9000,6.4,7.2,73000,8.0,7.8,22.4
142,2023,5350,Mosman,vehicle driver,60000,41.1,46.5,651000,71.8,10.8,21.0
143,2023,5350,Mosman,vehicle passenger*,23000,15.7,17.7,129000,14.2,5.6,17.2
144,2023,5350,Mosman,walk linked*,17000,11.6,,8000,0.9,0.5,8.0
145,2023,5350,Mosman,walk only*,35000,23.6,26.7,26000,2.8,0.7,14.0
146,2023,5900,Newcastle,other*,14000,2.4,2.4,72000,1.6,5.2,19.4
147,2023,5900,Newcastle,public transport*,13000,2.3,2.4,212000,4.7,15.9,30.7
148,2023,5900,Newcastle,vehicle driver,335000,57.3,59.4,3392000,75.4,10.1,16.7
149,2023,5900,Newcastle,vehicle passenger,132000,22.5,23.4,759000,16.9,5.8,12.2
150,2023,5900,Newcastle,walk linked,21000,3.6,,15000,0.3,0.7,15.3
151,2023,5900,Newcastle,walk only,70000,11.9,12.4,49000,1.1,0.7,10.9
152,2023,5950,North Sydney,other**,5000,1.5,1.8,30000,2.2,5.6,19.6
153,2023,5950,North Sydney,public transport,32000,8.9,10.7,213000,15.8,6.6,16.3
154,2023,5950,North Sydney,vehicle driver*,111000,30.8,36.8,837000,62.0,7.5,16.4
155,2023,5950,North Sydney,vehicle passenger,27000,7.4,8.9,155000,11.5,5.8,14.6
156,2023,5950,North Sydney,walk linked,59000,16.3,,34000,2.5,0.6,8.9
157,2023,5950,North Sydney,walk only*,126000,35.1,41.9,81000,6.0,0.6,10.9
158,2023,5990,Northern Beaches,other*,50000,3.6,4.0,190000,2.4,3.8,19.1
159,2023,5990,Northern Beaches,public transport,99000,7.0,7.9,1086000,13.9,11.0,31.1
160,2023,5990,Northern Beaches,vehicle driver,602000,43.0,48.0,4583000,58.8,7.6,17.1
161,2023,5990,Northern Beaches,vehicle passenger,274000,19.5,21.8,1661000,21.3,6.1,14.4
162,2023,5990,Northern Beaches,walk linked,147000,10.5,,88000,1.1,0.6,9.3
163,2023,5990,Northern Beaches,walk only,229000,16.3,18.3,186000,2.4,0.8,13.1
164,2023,6260,Parramatta,other*,22000,1.8,2.0,193000,2.3,8.8,25.8
165,2023,6260,Parramatta,public transport,104000,8.4,9.6,1501000,17.7,14.5,25.3
166,2023,6260,Parramatta,vehicle driver,550000,44.6,50.7,4904000,57.9,8.9,18.5
167,2023,6260,Parramatta,vehicle passenger,238000,19.4,22.0,1648000,19.5,6.9,14.9
168,2023,6260,Parramatta,walk linked,148000,12.0,,98000,1.2,0.7,9.6
169,2023,6260,Parramatta,walk only,170000,13.8,15.7,120000,1.4,0.7,11.5
170,2023,6350,Penrith,other*,30000,3.6,3.9,77000,1.0,2.6,11.1
171,2023,6350,Penrith,public transport*,81000,9.8,10.8,1798000,24.5,22.2,31.2
172,2023,6350,Penrith,vehicle driver,355000,42.9,47.2,4119000,56.1,11.6,21.5
173,2023,6350,Penrith,vehicle passenger,164000,19.9,21.9,1198000,16.3,7.3,15.4
174,2023,6350,Penrith,walk linked*,77000,9.3,,41000,0.6,0.5,7.1
175,2023,6350,Penrith,walk only,121000,14.6,16.1,108000,1.5,0.9,12.7
176,2023,6400,Port Stephens,other**,1000,0.5,0.5,7000,0.2,6.2,23.3
177,2023,6400,Port Stephens,public transport,11000,4.4,4.6,257000,8.0,23.4,40.3
178,2023,6400,Port Stephens,vehicle driver,168000,67.7,70.1,2536000,79.4,15.1,19.8
179,2023,6400,Port Stephens,vehicle passenger*,34000,13.7,14.1,372000,11.6,10.9,17.2
180,2023,6400,Port Stephens,walk linked*,8000,3.3,,7000,0.2,0.8,13.4
181,2023,6400,Port Stephens,walk only*,26000,10.4,10.7,15000,0.5,0.6,11.1
182,2023,6550,Randwick,other*,15000,2.8,3.2,88000,3.6,5.9,23.7
183,2023,6550,Randwick,public transport,51000,9.6,10.9,300000,12.2,5.8,22.8
184,2023,6550,Randwick,vehicle driver,223000,41.6,47.3,1459000,59.1,6.5,16.6
185,2023,6550,Randwick,vehicle passenger,66000,12.3,14.0,465000,18.8,7.0,19.3
186,2023,6550,Randwick,walk linked,65000,12.1,,43000,1.8,0.7,9.3
187,2023,6550,Randwick,walk only,116000,21.6,24.6,113000,4.6,1.0,14.8
188,2023,6700,Ryde,other*,11000,1.9,2.2,100000,2.9,9.3,34.2
189,2023,6700,Ryde,public transport,54000,9.3,11.0,606000,17.4,11.3,27.4
190,2023,6700,Ryde,vehicle driver,246000,42.4,50.6,2073000,59.5,8.4,18.5
191,2023,6700,Ryde,vehicle passenger,89000,15.4,18.4,579000,16.6,6.5,15.0
192,2023,6700,Ryde,walk linked,94000,16.1,,60000,1.7,0.6,9.3
193,2023,6700,Ryde,walk only,87000,14.9,17.8,66000,1.9,0.8,11.8
194,2023,6900,Shellharbour,other**,2000,0.8,0.9,20000,0.8,10.4,33.1
195,2023,6900,Shellharbour,public transport**,8000,3.6,3.7,160000,6.1,18.9,38.5
196,2023,6900,Shellharbour,vehicle driver,130000,54.9,56.5,1975000,75.8,15.2,19.9
197,2023,6900,Shellharbour,vehicle passenger*,59000,25.1,25.8,427000,16.4,7.2,12.6
198,2023,6900,Shellharbour,walk linked*,7000,2.9,,4000,0.2,0.6,6.6
199,2023,6900,Shellharbour,walk only*,30000,12.8,13.1,20000,0.8,0.7,10.4
200,2023,6950,Shoalhaven,other**,9000,2.5,2.6,45000,1.6,5.2,18.4
201,2023,6950,Shoalhaven,public transport**,17000,4.9,5.2,192000,6.7,11.3,27.5
202,2023,6950,Shoalhaven,vehicle driver,196000,56.7,59.8,2067000,72.3,10.6,16.6
203,2023,6950,Shoalhaven,vehicle passenger,61000,17.5,18.5,508000,17.8,8.4,14.3
204,2023,6950,Shoalhaven,walk linked*,18000,5.3,,4000,0.1,0.2,8.0
205,2023,6950,Shoalhaven,walk only,45000,13.1,13.9,44000,1.5,1.0,14.2
206,2023,7100,Strathfield,other**,2000,1.1,1.3,14000,1.1,5.7,15.8
207,2023,7100,Strathfield,public transport*,40000,18.2,22.4,290000,23.4,7.2,15.7
208,2023,7100,Strathfield,vehicle driver,71000,31.9,39.2,631000,51.1,8.9,21.9
209,2023,7100,Strathfield,vehicle passenger*,45000,20.1,24.7,242000,19.6,5.4,17.4
210,2023,7100,Strathfield,walk linked*,42000,18.7,,27000,2.2,0.6,7.9
211,2023,7100,Strathfield,walk only*,22000,10.1,12.4,32000,2.6,1.4,13.3
212,2023,7150,Sutherland Shire,other*,13000,1.1,1.2,94000,1.0,7.2,19.8
213,2023,7150,Sutherland Shire,public transport,80000,7.0,7.7,1416000,15.3,17.8,29.9
214,2023,7150,Sutherland Shire,vehicle driver,523000,45.8,50.5,5387000,58.1,10.3,18.9
215,2023,7150,Sutherland Shire,vehicle passenger,250000,21.9,24.2,2163000,23.3,8.6,17.2
216,2023,7150,Sutherland Shire,walk linked,105000,9.2,,71000,0.8,0.7,9.4
217,2023,7150,Sutherland Shire,walk only,170000,14.9,16.4,145000,1.6,0.9,13.4
218,2023,7200,Sydney,other,53000,5.1,6.2,243000,7.4,4.6,15.9
219,2023,7200,Sydney,public transport,114000,11.0,13.5,911000,27.9,8.0,19.0
220,2023,7200,Sydney,vehicle driver,146000,14.1,17.3,1204000,36.9,8.2,21.4
221,2023,7200,Sydney,vehicle passenger,60000,5.8,7.1,407000,12.5,6.8,20.4
222,2023,7200,Sydney,walk linked,189000,18.2,,112000,3.4,0.6,8.7
223,2023,7200,Sydney,walk only,474000,45.8,56.0,383000,11.7,0.8,13.0
224,2023,7420,The Hills Shire,other*,8000,1.1,1.2,80000,1.3,9.5,35.0
225,2023,7420,The Hills Shire,public transport,53000,6.8,7.5,799000,12.8,15.0,26.7
226,2023,7420,The Hills Shire,vehicle driver,385000,49.3,54.3,4123000,66.2,10.7,20.2
227,2023,7420,The Hills Shire,vehicle passenger,158000,20.2,22.2,1086000,17.4,6.9,15.1
228,2023,7420,The Hills Shire,walk linked,71000,9.1,,51000,0.8,0.7,9.4
229,2023,7420,The Hills Shire,walk only,105000,13.5,14.8,93000,1.5,0.9,12.7
230,2023,8050,Waverley,other**,4000,1.5,2.0,19000,2.2,5.0,21.9
231,2023,8050,Waverley,public transport*,29000,11.6,15.1,130000,14.8,4.6,16.4
232,2023,8050,Waverley,vehicle driver,59000,24.0,31.2,422000,48.0,7.1,21.9
233,2023,8050,Waverley,vehicle passenger*,30000,12.1,15.7,202000,23.0,6.8,20.9
234,2023,8050,Waverley,walk linked*,57000,23.0,,45000,5.1,0.8,9.4
235,2023,8050,Waverley,walk only,68000,27.7,36.0,60000,6.9,0.9,15.7
236,2023,8250,Willoughby,other*,5000,1.4,1.6,24000,1.2,4.8,17.6
237,2023,8250,Willoughby,public transport,35000,9.6,11.4,264000,13.8,7.5,21.1
238,2023,8250,Willoughby,vehicle driver,135000,37.1,43.8,880000,45.9,6.5,15.4
239,2023,8250,Willoughby,vehicle passenger,77000,21.1,24.9,667000,34.8,8.7,15.5
240,2023,8250,Willoughby,walk linked,56000,15.3,,37000,1.9,0.7,9.1
241,2023,8250,Willoughby,walk only,56000,15.5,18.2,44000,2.3,0.8,12.5
242,2023,8350,Wingecarribee,other**,3000,1.5,1.5,22000,0.7,6.3,28.1
243,2023,8350,Wingecarribee,public transport*,11000,4.5,4.7,386000,12.0,36.4,52.4
244,2023,8350,Wingecarribee,vehicle driver,146000,62.2,64.8,2172000,67.2,14.9,19.9
245,2023,8350,Wingecarribee,vehicle passenger,45000,19.3,20.1,615000,19.0,13.6,18.7
246,2023,8350,Wingecarribee,walk linked*,9000,4.0,,6000,0.2,0.7,14.5
247,2023,8350,Wingecarribee,walk only,20000,8.4,8.8,32000,1.0,1.6,18.0
248,2023,8400,Wollondilly,other**,5000,2.9,2.9,5000,0.1,0.9,9.4
249,2023,8400,Wollondilly,public transport**,2000,1.2,1.2,68000,2.2,30.9,52.4
250,2023,8400,Wollondilly,vehicle driver,95000,52.6,53.7,2102000,69.0,22.1,29.4
251,2023,8400,Wollondilly,vehicle passenger*,54000,29.9,30.5,836000,27.4,15.4,22.0
252,2023,8400,Wollondilly,walk linked*,4000,2.0,,2000,0.1,0.5,7.4
253,2023,8400,Wollondilly,walk only*,21000,11.4,11.6,34000,1.1,1.6,15.3
254,2023,8450,Wollongong,other*,19000,2.5,2.6,102000,1.7,5.4,26.7
255,2023,8450,Wollongong,public transport,33000,4.2,4.6,463000,7.6,14.2,29.2
256,2023,8450,Wollongong,vehicle driver,398000,52.0,56.0,3890000,63.8,9.8,15.6
257,2023,8450,Wollongong,vehicle passenger,161000,21.1,22.7,1512000,24.8,9.4,15.3
258,2023,8450,Wollongong,walk linked,55000,7.2,,37000,0.6,0.7,7.8
259,2023,8450,Wollongong,walk only,100000,13.1,14.1,90000,1.5,0.9,17.1
260,2023,8500,Woollahra,other**,5000,2.1,2.5,37000,4.9,6.8,40.6
261,2023,8500,Woollahra,public transport,24000,9.1,11.0,105000,14.2,4.4,17.5
262,2023,8500,Woollahra,vehicle driver,92000,35.2,42.5,410000,55.2,4.5,15.1
263,2023,8500,Woollahra,vehicle passenger,36000,13.9,16.8,122000,16.4,3.3,14.4
264,2023,8500,Woollahra,walk linked,45000,17.2,,24000,3.2,0.5,8.6
265,2023,8500,Woollahra,walk only,59000,22.5,27.2,46000,6.2,0.8,12.8
266,2024,500,Bayside,other*,24000,3.0,3.5,281000,6.4,11.8,21.7
267,2024,500,Bayside,public transport,65000,8.3,9.5,528000,12.0,8.1,21.5
268,2024,500,Bayside,vehicle driver,317000,40.3,46.2,2462000,56.1,7.8,18.7
269,2024,500,Bayside,vehicle passenger,151000,19.2,22.0,942000,21.5,6.2,16.6
270,2024,500,Bayside,walk linked,100000,12.8,,86000,2.0,0.9,11.0
271,2024,500,Bayside,walk only,129000,16.4,18.8,87000,2.0,0.7,10.2
272,2024,750,Blacktown,other*,20000,1.4,1.6,128000,1.1,6.4,12.5
273,2024,750,Blacktown,public transport,106000,7.5,8.4,1885000,15.6,17.7,29.3
274,2024,750,Blacktown,vehicle driver,654000,46.4,51.5,6832000,56.6,10.5,19.7
275,2024,750,Blacktown,vehicle passenger,333000,23.6,26.2,3004000,24.9,9.0,17.6
276,2024,750,Blacktown,walk linked,139000,9.9,,88000,0.7,0.6,8.1
277,2024,750,Blacktown,walk only,157000,11.1,12.4,138000,1.1,0.9,13.1
278,2024,900,Blue Mountains,other**,2000,0.6,0.6,7000,0.2,4.1,49.2
279,2024,900,Blue Mountains,public transport*,15000,5.0,5.4,443000,11.8,28.8,38.9
280,2024,900,Blue Mountains,vehicle driver,154000,50.2,53.5,2266000,60.5,14.7,20.1
281,2024,900,Blue Mountains,vehicle passenger,74000,24.1,25.7,977000,26.1,13.2,19.1
282,2024,900,Blue Mountains,walk linked,19000,6.2,,12000,0.3,0.6,10.3
283,2024,900,Blue Mountains,walk only,43000,13.9,14.9,38000,1.0,0.9,14.1
284,2024,1300,Burwood,public transport*,27000,11.6,13.9,274000,17.6,10.0,19.1
285,2024,1300,Burwood,vehicle driver*,99000,42.0,50.5,847000,54.2,8.6,20.7
286,2024,1300,Burwood,vehicle passenger*,31000,13.0,15.6,391000,25.0,12.8,22.7
287,2024,1300,Burwood,walk linked*,40000,16.8,,26000,1.7,0.7,12.4
288,2024,1300,Burwood,walk only*,39000,16.6,20.0,24000,1.5,0.6,11.4
289,2024,1450,Camden,other**,5000,1.0,1.1,6000,0.1,1.1,6.5
290,2024,1450,Camden,public transport*,41000,8.2,8.9,728000,14.1,17.7,31.1
291,2024,1450,Camden,vehicle driver,244000,48.7,52.6,3431000,66.5,14.1,21.6
292,2024,1450,Camden,vehicle passenger*,134000,26.8,28.9,934000,18.1,7.0,12.9
293,2024,1450,Camden,walk linked*,38000,7.5,,23000,0.4,0.6,7.5
294,2024,1450,Camden,walk only*,39000,7.9,8.5,36000,0.7,0.9,14.5
295,2024,1500,Campbelltown,other**,2000,0.4,0.5,32000,0.6,13.2,34.8
296,2024,1500,Campbelltown,public transport,41000,7.2,7.9,824000,14.6,20.3,31.5
297,2024,1500,Campbelltown,vehicle driver,271000,48.1,53.0,3404000,60.3,12.5,21.7
298,2024,1500,Campbelltown,vehicle passenger,131000,23.2,25.6,1296000,23.0,9.9,18.2
299,2024,1500,Campbelltown,walk linked*,52000,9.2,,36000,0.6,0.7,10.3
300,2024,1500,Campbelltown,walk only,66000,11.8,13.0,52000,0.9,0.8,14.5
301,2024,1520,Canada Bay,other*,9000,2.0,2.5,61000,2.8,6.7,19.9
302,2024,1520,Canada Bay,public transport,67000,14.8,18.4,523000,23.6,7.8,18.7
303,2024,1520,Canada Bay,vehicle driver,149000,32.8,40.6,1271000,57.4,8.5,20.0
304,2024,1520,Canada Bay,vehicle passenger,50000,11.0,13.6,248000,11.2,5.0,15.7
305,2024,1520,Canada Bay,walk linked,88000,19.3,,48000,2.2,0.5,8.4
306,2024,1520,Canada Bay,walk only,91000,20.0,24.8,62000,2.8,0.7,11.0
307,2024,1570,Canterbury-Bankstown,other*,10000,0.8,1.0,65000,0.9,6.6,22.7
308,2024,1570,Canterbury-Bankstown,public transport,132000,11.2,13.2,1431000,20.5,10.8,24.1
309,2024,1570,Canterbury-Bankstown,vehicle driver,485000,40.9,48.4,4123000,59.1,8.5,19.9
310,2024,1570,Canterbury-Bankstown,vehicle passenger,220000,18.6,22.0,1153000,16.5,5.2,15.6
311,2024,1570,Canterbury-Bankstown,walk linked,184000,15.5,,109000,1.6,0.6,9.3
312,2024,1570,Canterbury-Bankstown,walk only,154000,13.0,15.4,97000,1.4,0.6,10.4
313,2024,1650,Central Coast,other*,22000,1.5,1.7,98000,0.6,4.6,17.1
314,2024,1650,Central Coast,public transport,98000,7.0,7.5,2107000,13.0,21.5,32.8
315,2024,1650,Central Coast,vehicle driver,737000,52.6,56.7,9406000,58.2,12.8,18.7
316,2024,1650,Central Coast,vehicle passenger,324000,23.1,24.9,4392000,27.2,13.6,19.7
317,2024,1650,Central Coast,walk linked,103000,7.3,,65000,0.4,0.6,9.0
318,2024,1650,Central Coast,walk only,119000,8.5,9.1,98000,0.6,0.8,12.8
319,2024,1720,Cessnock,public transport**,5000,2.1,2.1,60000,2.2,13.3,25.0
320,2024,1720,Cessnock,vehicle driver,146000,67.8,69.0,2225000,81.6,15.2,20.3
321,2024,1720,Cessnock,vehicle passenger*,42000,19.6,20.0,432000,15.8,10.2,16.5
322,2024,1720,Cessnock,walk linked**,4000,1.7,,2000,0.1,0.5,10.3
323,2024,1720,Cessnock,walk only*,19000,8.8,8.9,10000,0.4,0.5,6.6
324,2024,2380,Cumberland,other**,6000,0.7,0.8,49000,0.9,8.1,25.8
325,2024,2380,Cumberland,public transport*,88000,10.2,11.7,984000,18.5,11.1,19.4
326,2024,2380,Cumberland,vehicle driver,364000,42.0,48.3,2993000,56.4,8.2,19.0
327,2024,2380,Cumberland,vehicle passenger,173000,19.9,22.9,1126000,21.2,6.5,15.7
328,2024,2380,Cumberland,walk linked,112000,13.0,,72000,1.4,0.6,9.7
329,2024,2380,Cumberland,walk only,123000,14.2,16.3,84000,1.6,0.7,18.2
330,2024,2700,Dungog,public transport**,2000,6.1,6.8,39000,9.0,15.6,17.1
331,2024,2700,Dungog,vehicle driver,22000,53.8,59.7,334000,77.5,15.2,20.5
332,2024,2700,Dungog,vehicle passenger*,8000,20.2,22.4,53000,12.2,6.4,11.2
333,2024,2700,Dungog,walk linked**,4000,10.0,,4000,1.0,1.0,13.9
334,2024,2700,Dungog,walk only**,4000,9.9,11.1,1000,0.2,0.2,6.6
335,2024,2850,Fairfield,public transport*,18000,3.6,3.8,267000,7.1,15.0,34.2
336,2024,2850,Fairfield,vehicle driver,274000,55.2,58.5,2663000,70.7,9.7,21.1
337,2024,2850,Fairfield,vehicle passenger,110000,22.1,23.4,763000,20.3,7.0,17.9
338,2024,2850,Fairfield,walk linked*,28000,5.7,,20000,0.5,0.7,10.3
339,2024,2850,Fairfield,walk only,67000,13.5,14.3,52000,1.4,0.8,14.0
340,2024,2930,Georges River,other*,10000,1.3,1.6,81000,1.8,8.2,17.4
341,2024,2930,Georges River,public transport,95000,12.7,15.4,1114000,24.2,11.8,22.9
342,2024,2930,Georges River,vehicle driver,292000,39.2,47.6,2454000,53.2,8.4,19.5
343,2024,2930,Georges River,vehicle passenger,128000,17.1,20.8,796000,17.2,6.2,17.4
344,2024,2930,Georges River,walk linked,131000,17.6,,95000,2.1,0.7,10.3
345,2024,2930,Georges River,walk only,89000,12.0,14.5,74000,1.6,0.8,12.9
346,2024,3800,Hawkesbury,other**,2000,0.9,0.9,12000,0.3,6.4,36.5
347,2024,3800,Hawkesbury,public transport*,8000,3.7,3.8,133000,3.6,17.5,28.6
348,2024,3800,Hawkesbury,vehicle driver,134000,64.9,66.6,2711000,72.9,20.2,31.0
349,2024,3800,Hawkesbury,vehicle passenger,49000,23.8,24.4,854000,23.0,17.3,27.6
350,2024,3800,Hawkesbury,walk linked*,5000,2.6,,3000,0.1,0.6,8.5
351,2024,3800,Hawkesbury,walk only*,9000,4.2,4.3,7000,0.2,0.8,8.5
352,2024,4000,Hornsby,other*,8000,1.1,1.3,43000,0.9,5.7,21.6
353,2024,4000,Hornsby,public transport,87000,12.3,14.5,1157000,23.0,13.4,23.9
354,2024,4000,Hornsby,vehicle driver,281000,39.7,46.9,2696000,53.7,9.6,18.7
355,2024,4000,Hornsby,vehicle passenger,129000,18.3,21.6,974000,19.4,7.5,15.9
356,2024,4000,Hornsby,walk linked,108000,15.3,,71000,1.4,0.7,9.3
357,2024,4000,Hornsby,walk only,94000,13.3,15.7,82000,1.6,0.9,13.9
358,2024,4100,Hunters Hill,other**,1000,1.1,1.4,9000,3.0,14.6,27.8
359,2024,4100,Hunters Hill,public transport*,7000,12.9,16.3,64000,21.9,9.1,22.8
360,2024,4100,Hunters Hill,vehicle driver*,23000,42.2,53.4,157000,54.2,6.9,18.5
361,2024,4100,Hunters Hill,vehicle passenger*,5000,8.7,11.1,48000,16.5,10.1,18.4
362,2024,4100,Hunters Hill,walk linked*,11000,21.1,,7000,2.5,0.6,9.7
363,2024,4100,Hunters Hill,walk only*,8000,14.1,17.8,6000,1.9,0.7,14.3
364,2024,4170,Inner West,other,34000,3.1,3.9,175000,3.6,5.1,20.2
365,2024,4170,Inner West,public transport,125000,11.4,14.1,829000,17.2,6.6,19.3
366,2024,4170,Inner West,vehicle driver,285000,25.9,32.1,2191000,45.4,7.7,18.6
367,2024,4170,Inner West,vehicle passenger,138000,12.6,15.5,1254000,26.0,9.1,18.5
368,2024,4170,Inner West,walk linked,210000,19.1,,139000,2.9,0.7,9.6
369,2024,4170,Inner West,walk only,306000,27.9,34.5,235000,4.9,0.8,12.4
370,2024,4400,Kiama,other**,3000,3.1,3.2,7000,0.7,2.7,16.7
