,Year,Month,Travel_Mode,Card_type,Trip
4579,2023.0,June,Ferry,School Student,9444.0
4580,2023.0,June,Ferry,Senior/Pensioner,187557.0
4581,2023.0,June,Ferry,Sgl Trip Ferry Adult,25841.0
4582,2023.0,June,Ferry,Sgl Trip Ferry Child/Youth,15060.0
4583,2023.0,June,Light Rail,Adult,1215247.0
4584,2023.0,June,Light Rail,CTP,1192649.0
4585,2023.0,June,Light Rail,Child/Youth,98239.0
4586,2023.0,June,Light Rail,Concession,290288.0
4587,2023.0,June,Light Rail,Day Pass without SAF,54.0
4588,2023.0,June,Light Rail,Employee,9010.0
4589,2023.0,June,Light Rail,Free Travel,3044.0
4590,2023.0,June,Light Rail,School Student,36701.0
4591,2023.0,June,Light Rail,Senior/Pensioner,378319.0
4592,2023.0,June,Light Rail,Sgl Trip LR Adult,3976.0
4593,2023.0,June,Light Rail,Sgl Trip LR Child/Youth,2101.0
4594,2023.0,June,Metro,Adult,804348.0
4595,2023.0,June,Metro,CTP,561048.0
4596,2023.0,June,Metro,Child/Youth,97142.0
4597,2023.0,June,Metro,Concession,127955.0
4598,2023.0,June,Metro,Day Pass without SAF,12.0
4599,2023.0,June,Metro,Employee,10409.0
4600,2023.0,June,Metro,Free Travel,1396.0
4601,2023.0,June,Metro,School Student,151260.0
4602,2023.0,June,Metro,Senior/Pensioner,137428.0
4603,2023.0,June,Metro,Sgl Trip Rail Adult,5053.0
4604,2023.0,June,Metro,Sgl Trip Rail Child/Youth,5699.0
4605,2023.0,June,Train,Adult,11125518.0
4606,2023.0,June,Train,CTP,8362292.0
4607,2023.0,June,Train,Child/Youth,699889.0
4608,2023.0,June,Train,Concession,1035260.0
4609,2023.0,June,Train,Day Pass Child/Youth w/o SAF,53.0
4610,2023.0,June,Train,Day Pass without SAF,762.0
4611,2023.0,June,Train,Employee,232823.0
4612,2023.0,June,Train,Free Travel,22808.0
4613,2023.0,June,Train,School Student,989713.0
4614,2023.0,June,Train,Senior/Pensioner,2313958.0
4615,2023.0,June,Train,Sgl Trip Rail Adult,98915.0
4616,2023.0,June,Train,Sgl Trip Rail Child/Youth,55583.0
4617,2023.0,July,Bus,Adult,6954647.0
4618,2023.0,July,Bus,Adult Single Bus Trip 1,167.0
4619,2023.0,July,Bus,Adult Single Bus Trip 2,58.0
4620,2023.0,July,Bus,Adult Single Bus Trip 3,31.0
4621,2023.0,July,Bus,CTP,5933683.0
4622,2023.0,July,Bus,Child/Youth,862457.0
4623,2023.0,July,Bus,Child/Youth Single Bus Trip 1,2.0
4624,2023.0,July,Bus,Child/Youth Single Bus Trip 2,2.0
4625,2023.0,July,Bus,Concession,704268.0
4626,2023.0,July,Bus,Day Pass Child/Youth w/o SAF,75.0
4627,2023.0,July,Bus,Day Pass without SAF,897.0
4628,2023.0,July,Bus,Employee,55711.0
4629,2023.0,July,Bus,Free Travel,28817.0
4630,2023.0,July,Bus,On Demand,22410.0
4631,2023.0,July,Bus,School Student,732360.0
4632,2023.0,July,Bus,Senior/Pensioner,3144619.0
4633,2023.0,July,Ferry,Adult,377456.0
4634,2023.0,July,Ferry,CTP,507179.0
4635,2023.0,July,Ferry,Child/Youth,115924.0
4636,2023.0,July,Ferry,Concession,16318.0
4637,2023.0,July,Ferry,Day Pass without SAF,14.0
4638,2023.0,July,Ferry,Employee,4069.0
4639,2023.0,July,Ferry,Free Travel,1813.0
4640,2023.0,July,Ferry,School Student,4909.0
4641,2023.0,July,Ferry,Senior/Pensioner,177909.0
4642,2023.0,July,Ferry,Sgl Trip Ferry Adult,33586.0
4643,2023.0,July,Ferry,Sgl Trip Ferry Child/Youth,23753.0
4644,2023.0,July,Light Rail,Adult,1149868.0
4645,2023.0,July,Light Rail,CTP,1104264.0
4646,2023.0,July,Light Rail,Child/Youth,134564.0
4647,2023.0,July,Light Rail,Concession,235995.0
4648,2023.0,July,Light Rail,Day Pass Child/Youth w/o SAF,3.0
4649,2023.0,July,Light Rail,Day Pass without SAF,54.0
4650,2023.0,July,Light Rail,Employee,7572.0
4651,2023.0,July,Light Rail,Free Travel,2689.0
4652,2023.0,July,Light Rail,School Student,18370.0
4653,2023.0,July,Light Rail,Senior/Pensioner,343471.0
4654,2023.0,July,Light Rail,Sgl Trip LR Adult,4842.0
4655,2023.0,July,Light Rail,Sgl Trip LR Child/Youth,3125.0
4656,2023.0,July,Metro,Adult,825582.0
4657,2023.0,July,Metro,CTP,569571.0
4658,2023.0,July,Metro,Child/Youth,149843.0
4659,2023.0,July,Metro,Concession,124525.0
4660,2023.0,July,Metro,Day Pass without SAF,5.0
4661,2023.0,July,Metro,Employee,9371.0
4662,2023.0,July,Metro,Free Travel,1427.0
4663,2023.0,July,Metro,School Student,78880.0
4664,2023.0,July,Metro,Senior/Pensioner,143432.0
4665,2023.0,July,Metro,Sgl Trip Rail Adult,5401.0
4666,2023.0,July,Metro,Sgl Trip Rail Child/Youth,7864.0
4667,2023.0,July,Train,Adult,11122119.0
4668,2023.0,July,Train,CTP,8136606.0
4669,2023.0,July,Train,Child/Youth,907208.0
4670,2023.0,July,Train,Concession,977222.0
4671,2023.0,July,Train,Day Pass Child/Youth w/o SAF,257.0
4672,2023.0,July,Train,Day Pass without SAF,846.0
4673,2023.0,July,Train,Employee,218727.0
4674,2023.0,July,Train,Free Travel,22258.0
4675,2023.0,July,Train,School Student,515761.0
4676,2023.0,July,Train,Senior/Pensioner,2273206.0
4677,2023.0,July,Train,Sgl Trip Rail Adult,101309.0
4678,2023.0,July,Train,Sgl Trip Rail Child/Youth,68642.0
4679,2023.0,August,Bus,Adult,7488394.0
4680,2023.0,August,Bus,Adult Single Bus Trip 1,119.0
4681,2023.0,August,Bus,Adult Single Bus Trip 2,40.0
4682,2023.0,August,Bus,Adult Single Bus Trip 3,12.0
4683,2023.0,August,Bus,CTP,6452578.0
4684,2023.0,August,Bus,Child/Youth,654775.0
4685,2023.0,August,Bus,Child/Youth Single Bus Trip 1,9.0
4686,2023.0,August,Bus,Child/Youth Single Bus Trip 2,1.0
4687,2023.0,August,Bus,Concession,1009829.0
4688,2023.0,August,Bus,Day Pass Child/Youth w/o SAF,24.0
4689,2023.0,August,Bus,Day Pass without SAF,1072.0
4690,2023.0,August,Bus,Employee,61504.0
4691,2023.0,August,Bus,Free Travel,30404.0
4692,2023.0,August,Bus,On Demand,23305.0
4693,2023.0,August,Bus,School Student,1659586.0
4694,2023.0,August,Bus,Senior/Pensioner,3327349.0
4695,2023.0,August,Ferry,Adult,350097.0
4696,2023.0,August,Ferry,CTP,492569.0
4697,2023.0,August,Ferry,Child/Youth,58485.0
4698,2023.0,August,Ferry,Concession,17980.0
4699,2023.0,August,Ferry,Day Pass without SAF,6.0
4700,2023.0,August,Ferry,Employee,4023.0
4701,2023.0,August,Ferry,Free Travel,1505.0
4702,2023.0,August,Ferry,School Student,10774.0
4703,2023.0,August,Ferry,Senior/Pensioner,171227.0
4704,2023.0,August,Ferry,Sgl Trip Ferry Adult,28060.0
4705,2023.0,August,Ferry,Sgl Trip Ferry Child/Youth,12682.0
4706,2023.0,August,Light Rail,Adult,1275747.0
4707,2023.0,August,Light Rail,CTP,1253138.0
4708,2023.0,August,Light Rail,Child/Youth,90965.0
4709,2023.0,August,Light Rail,Concession,218189.0
4710,2023.0,August,Light Rail,Day Pass Child/Youth w/o SAF,8.0
4711,2023.0,August,Light Rail,Day Pass without SAF,45.0
4712,2023.0,August,Light Rail,Employee,9078.0
4713,2023.0,August,Light Rail,Free Travel,3044.0
4714,2023.0,August,Light Rail,School Student,40469.0
4715,2023.0,August,Light Rail,Senior/Pensioner,381478.0
4716,2023.0,August,Light Rail,Sgl Trip LR Adult,4586.0
4717,2023.0,August,Light Rail,Sgl Trip LR Child/Youth,2033.0
4718,2023.0,August,Metro,Adult,909233.0
4719,2023.0,August,Metro,CTP,635045.0
4720,2023.0,August,Metro,Child/Youth,83827.0
4721,2023.0,August,Metro,Concession,215132.0
4722,2023.0,August,Metro,Day Pass without SAF,11.0
4723,2023.0,August,Metro,Employee,10206.0
4724,2023.0,August,Metro,Free Travel,1528.0
4725,2023.0,August,Metro,School Student,177958.0
4726,2023.0,August,Metro,Senior/Pensioner,146962.0
4727,2023.0,August,Metro,Sgl Trip Rail Adult,4397.0
4728,2023.0,August,Metro,Sgl Trip Rail Child/Youth,4478.0
4729,2023.0,August,Train,Adult,12120198.0
4730,2023.0,August,Train,CTP,9038757.0
4731,2023.0,August,Train,Child/Youth,601211.0
4732,2023.0,August,Train,Concession,1466217.0
4733,2023.0,August,Train,Day Pass Child/Youth w/o SAF,53.0
4734,2023.0,August,Train,Day Pass without SAF,954.0
4735,2023.0,August,Train,Employee,244741.0
4736,2023.0,August,Train,Free Travel,24221.0
4737,2023.0,August,Train,School Student,1166240.0
4738,2023.0,August,Train,Senior/Pensioner,2435494.0
4739,2023.0,August,Train,Sgl Trip Rail Adult,98722.0
4740,2023.0,August,Train,Sgl Trip Rail Child/Youth,45109.0
4741,2023.0,September,Bus,Adult,7210065.0
4742,2023.0,September,Bus,Adult Single Bus Trip 1,205.0
4743,2023.0,September,Bus,Adult Single Bus Trip 2,36.0
4744,2023.0,September,Bus,Adult Single Bus Trip 3,21.0
4745,2023.0,September,Bus,CTP,6414509.0
4746,2023.0,September,Bus,Child/Youth,745820.0
4747,2023.0,September,Bus,Child/Youth Single Bus Trip 1,4.0
4748,2023.0,September,Bus,Child/Youth Single Bus Trip 2,6.0
4749,2023.0,September,Bus,Concession,878719.0
4750,2023.0,September,Bus,Day Pass Child/Youth w/o SAF,35.0
4751,2023.0,September,Bus,Day Pass without SAF,1104.0
4752,2023.0,September,Bus,Employee,59160.0
4753,2023.0,September,Bus,Free Travel,28199.0
4754,2023.0,September,Bus,On Demand,21874.0
4755,2023.0,September,Bus,School Student,1103009.0
4756,2023.0,September,Bus,Senior/Pensioner,3177181.0
4757,2023.0,September,Ferry,Adult,376791.0
4758,2023.0,September,Ferry,CTP,556722.0
4759,2023.0,September,Ferry,Child/Youth,92422.0
4760,2023.0,September,Ferry,Concession,19627.0
4761,2023.0,September,Ferry,Day Pass Child/Youth w/o SAF,288.0
4762,2023.0,September,Ferry,Day Pass without SAF,64.0
4763,2023.0,September,Ferry,Employee,4148.0
4764,2023.0,September,Ferry,Free Travel,1866.0
4765,2023.0,September,Ferry,School Student,9030.0
4766,2023.0,September,Ferry,Senior/Pensioner,179761.0
4767,2023.0,September,Ferry,Sgl Trip Ferry Adult,29477.0
4768,2023.0,September,Ferry,Sgl Trip Ferry Child/Youth,16992.0
4769,2023.0,September,Light Rail,Adult,1358618.0
4770,2023.0,September,Light Rail,CTP,1359296.0
4771,2023.0,September,Light Rail,Child/Youth,125859.0
4772,2023.0,September,Light Rail,Concession,271630.0
4773,2023.0,September,Light Rail,Day Pass Child/Youth w/o SAF,2.0
4774,2023.0,September,Light Rail,Day Pass without SAF,41.0
4775,2023.0,September,Light Rail,Employee,9270.0
4776,2023.0,September,Light Rail,Free Travel,3081.0
4777,2023.0,September,Light Rail,School Student,27329.0
4778,2023.0,September,Light Rail,Senior/Pensioner,397490.0
4779,2023.0,September,Light Rail,Sgl Trip LR Adult,4465.0
4780,2023.0,September,Light Rail,Sgl Trip LR Child/Youth,2130.0
4781,2023.0,September,Metro,Adult,840910.0
4782,2023.0,September,Metro,CTP,604732.0
4783,2023.0,September,Metro,Child/Youth,117707.0
4784,2023.0,September,Metro,Concession,158540.0
4785,2023.0,September,Metro,Day Pass without SAF,3.0
4786,2023.0,September,Metro,Employee,9809.0
4787,2023.0,September,Metro,Free Travel,1399.0
4788,2023.0,September,Metro,School Student,126407.0
4789,2023.0,September,Metro,Senior/Pensioner,146648.0
4790,2023.0,September,Metro,Sgl Trip Rail Adult,4262.0
4791,2023.0,September,Metro,Sgl Trip Rail Child/Youth,6096.0
4792,2023.0,September,Train,Adult,11311219.0
4793,2023.0,September,Train,CTP,8689041.0
4794,2023.0,September,Train,Child/Youth,738875.0
4795,2023.0,September,Train,Concession,1262255.0
4796,2023.0,September,Train,Day Pass Child/Youth w/o SAF,39.0
4797,2023.0,September,Train,Day Pass without SAF,946.0
4798,2023.0,September,Train,Employee,225478.0
4799,2023.0,September,Train,Free Travel,22390.0
4800,2023.0,September,Train,School Student,786034.0
4801,2023.0,September,Train,Senior/Pensioner,2331482.0
4802,2023.0,September,Train,Sgl Trip Rail Adult,94539.0
4803,2023.0,September,Train,Sgl Trip Rail Child/Youth,52145.0
4804,2023.0,October,Bus,Adult,7376720.0
4805,2023.0,October,Bus,Adult Single Bus Trip 1,109.0
4806,2023.0,October,Bus,Adult Single Bus Trip 2,48.0
4807,2023.0,October,Bus,Adult Single Bus Trip 3,26.0
4808,2023.0,October,Bus,CTP,6848735.0
4809,2023.0,October,Bus,Child/Youth,750832.0
4810,2023.0,October,Bus,Child/Youth Single Bus Trip 1,1.0
4811,2023.0,October,Bus,Child/Youth Single Bus Trip 3,1.0
4812,2023.0,October,Bus,Concession,913122.0
4813,2023.0,October,Bus,Day Pass Child/Youth w/o SAF,46.0
4814,2023.0,October,Bus,Day Pass without SAF,965.0
4815,2023.0,October,Bus,Employee,62160.0
4816,2023.0,October,Bus,Free Travel,29730.0
4817,2023.0,October,Bus,On Demand,22581.0
4818,2023.0,October,Bus,School Student,1149219.0
4819,2023.0,October,Bus,Senior/Pensioner,3261947.0
4820,2023.0,October,Ferry,Adult,442219.0
4821,2023.0,October,Ferry,CTP,702214.0
4822,2023.0,October,Ferry,Child/Youth,86327.0
4823,2023.0,October,Ferry,Concession,20405.0
4824,2023.0,October,Ferry,Day Pass without SAF,25.0
4825,2023.0,October,Ferry,Employee,4548.0
4826,2023.0,October,Ferry,Free Travel,1941.0
4827,2023.0,October,Ferry,School Student,7801.0
4828,2023.0,October,Ferry,Senior/Pensioner,190452.0
4829,2023.0,October,Ferry,Sgl Trip Ferry Adult,30061.0
4830,2023.0,October,Ferry,Sgl Trip Ferry Child/Youth,14062.0
4831,2023.0,October,Light Rail,Adult,1348216.0
4832,2023.0,October,Light Rail,CTP,1413262.0
4833,2023.0,October,Light Rail,Child/Youth,104704.0
4834,2023.0,October,Light Rail,Concession,275764.0
4835,2023.0,October,Light Rail,Day Pass Child/Youth w/o SAF,1.0
4836,2023.0,October,Light Rail,Day Pass without SAF,68.0
4837,2023.0,October,Light Rail,Employee,9672.0
4838,2023.0,October,Light Rail,Free Travel,2962.0
4839,2023.0,October,Light Rail,School Student,26385.0
4840,2023.0,October,Light Rail,Senior/Pensioner,403177.0
4841,2023.0,October,Light Rail,Sgl Trip LR Adult,4201.0
4842,2023.0,October,Light Rail,Sgl Trip LR Child/Youth,1770.0
4843,2023.0,October,Metro,Adult,852938.0
4844,2023.0,October,Metro,CTP,601032.0
4845,2023.0,October,Metro,Child/Youth,110704.0
4846,2023.0,October,Metro,Concession,177429.0
4847,2023.0,October,Metro,Day Pass without SAF,10.0
4848,2023.0,October,Metro,Employee,10057.0
4849,2023.0,October,Metro,Free Travel,1623.0
4850,2023.0,October,Metro,School Student,128319.0
4851,2023.0,October,Metro,Senior/Pensioner,141713.0
4852,2023.0,October,Metro,Sgl Trip Rail Adult,4173.0
4853,2023.0,October,Metro,Sgl Trip Rail Child/Youth,5416.0
4854,2023.0,October,Train,Adult,11463667.0
4855,2023.0,October,Train,CTP,9076600.0
4856,2023.0,October,Train,Child/Youth,705858.0
4857,2023.0,October,Train,Concession,1300116.0
4858,2023.0,October,Train,Day Pass Child/Youth w/o SAF,23.0
4859,2023.0,October,Train,Day Pass without SAF,999.0
4860,2023.0,October,Train,Employee,233221.0
4861,2023.0,October,Train,Free Travel,22991.0
4862,2023.0,October,Train,School Student,798096.0
4863,2023.0,October,Train,Senior/Pensioner,2357874.0
4864,2023.0,October,Train,Sgl Trip Rail Adult,96729.0
4865,2023.0,October,Train,Sgl Trip Rail Child/Youth,49139.0
4866,2023.0,November,Bus,Adult,7332267.0
4867,2023.0,November,Bus,Adult Single Bus Trip 1,120.0
4868,2023.0,November,Bus,Adult Single Bus Trip 2,72.0
4869,2023.0,November,Bus,Adult Single Bus Trip 3,29.0
4870,2023.0,November,Bus,CTP,7022689.0
4871,2023.0,November,Bus,Child/Youth,638475.0
4872,2023.0,November,Bus,Child/Youth Single Bus Trip 2,1.0
4873,2023.0,November,Bus,Child/Youth Single Bus Trip 3,2.0
4874,2023.0,November,Bus,Concession,764431.0
4875,2023.0,November,Bus,Day Pass Child/Youth w/o SAF,35.0
4876,2023.0,November,Bus,Day Pass without SAF,1000.0
4877,2023.0,November,Bus,Employee,62959.0
4878,2023.0,November,Bus,Free Travel,30071.0
4879,2023.0,November,Bus,On Demand,22514.0
4880,2023.0,November,Bus,School Student,1421368.0
4881,2023.0,November,Bus,Senior/Pensioner,3352004.0
4882,2023.0,November,Ferry,Adult,404050.0
4883,2023.0,November,Ferry,CTP,700752.0
4884,2023.0,November,Ferry,Child/Youth,54515.0
4885,2023.0,November,Ferry,Concession,16881.0
4886,2023.0,November,Ferry,Day Pass Child/Youth w/o SAF,179.0
4887,2023.0,November,Ferry,Day Pass without SAF,51.0
4888,2023.0,November,Ferry,Employee,4495.0
4889,2023.0,November,Ferry,Free Travel,1798.0
4890,2023.0,November,Ferry,School Student,11206.0
4891,2023.0,November,Ferry,Senior/Pensioner,178886.0
4892,2023.0,November,Ferry,Sgl Trip Ferry Adult,26596.0
4893,2023.0,November,Ferry,Sgl Trip Ferry Child/Youth,7473.0
4894,2023.0,November,Light Rail,Adult,1303119.0
4895,2023.0,November,Light Rail,CTP,1454149.0
4896,2023.0,November,Light Rail,Child/Youth,82530.0
4897,2023.0,November,Light Rail,Concession,228118.0
4898,2023.0,November,Light Rail,Day Pass Child/Youth w/o SAF,6.0
4899,2023.0,November,Light Rail,Day Pass without SAF,23.0
4900,2023.0,November,Light Rail,Employee,10259.0
4901,2023.0,November,Light Rail,Free Travel,3282.0
4902,2023.0,November,Light Rail,School Student,36321.0
4903,2023.0,November,Light Rail,Senior/Pensioner,395800.0
4904,2023.0,November,Light Rail,Sgl Trip LR Adult,4257.0
4905,2023.0,November,Light Rail,Sgl Trip LR Child/Youth,1258.0
4906,2023.0,November,Metro,Adult,854398.0
4907,2023.0,November,Metro,CTP,611217.0
4908,2023.0,November,Metro,Child/Youth,90685.0
4909,2023.0,November,Metro,Concession,128213.0
4910,2023.0,November,Metro,Day Pass without SAF,103.0
4911,2023.0,November,Metro,Employee,10148.0
4912,2023.0,November,Metro,Free Travel,1674.0
4913,2023.0,November,Metro,School Student,166224.0
4914,2023.0,November,Metro,Senior/Pensioner,147231.0
4915,2023.0,November,Metro,Sgl Trip Rail Adult,4240.0
4916,2023.0,November,Metro,Sgl Trip Rail Child/Youth,4173.0
4917,2023.0,November,Train,Adult,11520770.0
4918,2023.0,November,Train,CTP,9333408.0
4919,2023.0,November,Train,Child/Youth,591971.0
4920,2023.0,November,Train,Concession,1036134.0
4921,2023.0,November,Train,Day Pass Child/Youth w/o SAF,99.0
4922,2023.0,November,Train,Day Pass without SAF,847.0
4923,2023.0,November,Train,Employee,240870.0
4924,2023.0,November,Train,Free Travel,24423.0
4925,2023.0,November,Train,School Student,1015165.0
4926,2023.0,November,Train,Senior/Pensioner,2426988.0
4927,2023.0,November,Train,Sgl Trip Rail Adult,98566.0
4928,2023.0,November,Train,Sgl Trip Rail Child/Youth,37905.0
4929,2023.0,December,Bus,Adult,6558058.0
4930,2023.0,December,Bus,Adult Single Bus Trip 1,140.0
4931,2023.0,December,Bus,Adult Single Bus Trip 2,36.0
4932,2023.0,December,Bus,Adult Single Bus Trip 3,21.0
4933,2023.0,December,Bus,CTP,6687137.0
4934,2023.0,December,Bus,Child/Youth,788695.0
4935,2023.0,December,Bus,Child/Youth Single Bus Trip 1,2.0
4936,2023.0,December,Bus,Child/Youth Single Bus Trip 2,1.0
4937,2023.0,December,Bus,Concession,564924.0
4938,2023.0,December,Bus,Day Pass Child/Youth w/o SAF,17.0
4939,2023.0,December,Bus,Day Pass without SAF,1002.0
4940,2023.0,December,Bus,Employee,59638.0
4941,2023.0,December,Bus,Free Travel,27716.0
4942,2023.0,December,Bus,On Demand,19650.0
4943,2023.0,December,Bus,School Student,547473.0
4944,2023.0,December,Bus,Senior/Pensioner,3116395.0
4945,2023.0,December,Ferry,Adult,491772.0
4946,2023.0,December,Ferry,CTP,871206.0
4947,2023.0,December,Ferry,Child/Youth,117082.0
4948,2023.0,December,Ferry,Concession,20165.0
4949,2023.0,December,Ferry,Day Pass Child/Youth w/o SAF,1.0
4950,2023.0,December,Ferry,Day Pass without SAF,54.0
4951,2023.0,December,Ferry,Employee,4786.0
4952,2023.0,December,Ferry,Free Travel,1937.0
4953,2023.0,December,Ferry,School Student,7817.0
4954,2023.0,December,Ferry,Senior/Pensioner,189510.0
4955,2023.0,December,Ferry,Sgl Trip Ferry Adult,43482.0
4956,2023.0,December,Ferry,Sgl Trip Ferry Child/Youth,23980.0
4957,2023.0,December,Light Rail,Adult,1307770.0
4958,2023.0,December,Light Rail,CTP,1471476.0
4959,2023.0,December,Light Rail,Child/Youth,150385.0
4960,2023.0,December,Light Rail,Concession,113096.0
4961,2023.0,December,Light Rail,Day Pass Child/Youth w/o SAF,5.0
4962,2023.0,December,Light Rail,Day Pass without SAF,62.0
4963,2023.0,December,Light Rail,Employee,10667.0
4964,2023.0,December,Light Rail,Free Travel,3228.0
4965,2023.0,December,Light Rail,School Student,16331.0
4966,2023.0,December,Light Rail,Senior/Pensioner,412941.0
4967,2023.0,December,Light Rail,Sgl Trip LR Adult,5543.0
4968,2023.0,December,Light Rail,Sgl Trip LR Child/Youth,3046.0
4969,2023.0,December,Metro,Adult,696546.0
4970,2023.0,December,Metro,CTP,495827.0
4971,2023.0,December,Metro,Child/Youth,118165.0
4972,2023.0,December,Metro,Concession,86504.0
4973,2023.0,December,Metro,Day Pass without SAF,16.0
4974,2023.0,December,Metro,Employee,8690.0
4975,2023.0,December,Metro,Free Travel,1253.0
4976,2023.0,December,Metro,School Student,67107.0
4977,2023.0,December,Metro,Senior/Pensioner,133112.0
4978,2023.0,December,Metro,Sgl Trip Rail Adult,5328.0
4979,2023.0,December,Metro,Sgl Trip Rail Child/Youth,6936.0
4980,2023.0,December,Train,Adult,10198973.0
4981,2023.0,December,Train,CTP,8647726.0
4982,2023.0,December,Train,Child/Youth,837053.0
4983,2023.0,December,Train,Concession,757253.0
4984,2023.0,December,Train,Day Pass Child/Youth w/o SAF,20.0
4985,2023.0,December,Train,Day Pass without SAF,972.0
4986,2023.0,December,Train,Employee,225374.0
4987,2023.0,December,Train,Free Travel,20970.0
4988,2023.0,December,Train,School Student,394784.0
4989,2023.0,December,Train,Senior/Pensioner,2286113.0
4990,2023.0,December,Train,Sgl Trip Rail Adult,114217.0
4991,2023.0,December,Train,Sgl Trip Rail Child/Youth,70483.0
4992,2024.0,April,Bus,Adult,6775154.0
4993,2024.0,April,Ferry,Adult,412245.0
4994,2024.0,April,Light Rail,Adult,1223563.0
4995,2024.0,April,Metro,Adult,791620.84
4996,2024.0,April,Train,Adult,10678496.05
4997,2024.0,April,unallocated,Adult,3.0
4998,2024.0,April,Bus,CTP,6993234.0
4999,2024.0,April,Ferry,CTP,752230.0
5000,2024.0,April,Light Rail,CTP,1452810.0
5001,2024.0,April,Metro,CTP,594538.66
5002,2024.0,April,Train,CTP,9404460.12
5003,2024.0,April,unallocated,CTP,2.0
5004,2024.0,April,Bus,Child/Youth,786103.0
5005,2024.0,April,Ferry,Child/Youth,114058.0
5006,2024.0,April,Light Rail,Child/Youth,137895.0
5007,2024.0,April,Metro,Child/Youth,119336.3
5008,2024.0,April,Train,Child/Youth,842225.86
5009,2024.0,April,unallocated,Child/Youth,2.0
5010,2024.0,April,Bus,Concession,920390.0
5011,2024.0,April,Ferry,Concession,22489.0
5012,2024.0,April,Light Rail,Concession,294086.0
5013,2024.0,April,Metro,Concession,170192.73
5014,2024.0,April,Train,Concession,1385525.44
5015,2024.0,April,Bus,Day Pass Child/Youth w/o SAF,53.0
5016,2024.0,April,Ferry,Day Pass Child/Youth w/o SAF,2.0
5017,2024.0,April,Light Rail,Day Pass Child/Youth w/o SAF,5.0
5018,2024.0,April,Train,Day Pass Child/Youth w/o SAF,26.0
5019,2024.0,April,Bus,Day Pass without SAF,1078.0
5020,2024.0,April,Ferry,Day Pass without SAF,34.0
5021,2024.0,April,Light Rail,Day Pass without SAF,61.0
5022,2024.0,April,Metro,Day Pass without SAF,8.4
5023,2024.0,April,Train,Day Pass without SAF,909.6
5024,2024.0,April,Bus,Employee,63375.0
5025,2024.0,April,Ferry,Employee,4565.0
5026,2024.0,April,Light Rail,Employee,9662.0
5027,2024.0,April,Metro,Employee,8121.53
5028,2024.0,April,Train,Employee,190294.89
5029,2024.0,April,unallocated,Employee,1.0
5030,2024.0,April,Bus,Free Travel,27880.0
5031,2024.0,April,Ferry,Free Travel,1919.0
5032,2024.0,April,Light Rail,Free Travel,3246.0
5033,2024.0,April,Metro,Free Travel,1467.2
5034,2024.0,April,Train,Free Travel,24357.12
5035,2024.0,April,Bus,On Demand,21270.0
5036,2024.0,April,Bus,School Student,655809.0
5037,2024.0,April,Ferry,School Student,5517.0
5038,2024.0,April,Light Rail,School Student,22162.0
5039,2024.0,April,Metro,School Student,81285.23
5040,2024.0,April,Train,School Student,476402.87
5041,2024.0,April,Bus,Senior/Pensioner,3157857.0
5042,2024.0,April,Ferry,Senior/Pensioner,196066.0
5043,2024.0,April,Light Rail,Senior/Pensioner,405015.0
5044,2024.0,April,Metro,Senior/Pensioner,137204.21
5045,2024.0,April,Train,Senior/Pensioner,2335545.64
5046,2024.0,April,Ferry,Sgl Trip Ferry Adult,26513.0
5047,2024.0,April,Ferry,Sgl Trip Ferry Child/Youth,17666.0
5048,2024.0,April,Light Rail,Sgl Trip LR Adult,3925.0
5049,2024.0,April,Light Rail,Sgl Trip LR Child/Youth,2461.0
5050,2024.0,April,Metro,Sgl Trip Rail Adult,3807.47
5051,2024.0,April,Train,Sgl Trip Rail Adult,81105.78
5052,2024.0,April,unallocated,Sgl Trip Rail Adult,1.0
5053,2024.0,April,Metro,Sgl Trip Rail Child/Youth,6167.17
5054,2024.0,April,Train,Sgl Trip Rail Child/Youth,56796.91
5055,2024.0,April,unallocated,Sgl Trip Rail Child/Youth,1.0
5056,2024.0,April,Bus,UNKNOWN,144.0
5057,2024.0,April,Ferry,UNKNOWN,1.0
5058,2024.0,April,Light Rail,UNKNOWN,2.0
5059,2024.0,April,Metro,UNKNOWN,19.0
5060,2024.0,April,Train,UNKNOWN,145.0
5061,2025.0,April,Bus,Adult,6181583.0
5062,2025.0,April,Ferry,Adult,384257.0
5063,2025.0,April,Light Rail,Adult,1279221.0
5064,2025.0,April,Metro,Adult,2176537.96
5065,2025.0,April,Train,Adult,9004743.57
5066,2025.0,April,Bus,CTP,7511778.0
5067,2025.0,April,Ferry,CTP,888316.0
5068,2025.0,April,Light Rail,CTP,1715511.0
5069,2025.0,April,Metro,CTP,2349744.16
5070,2025.0,April,Train,CTP,8960501.8
5071,2025.0,April,Bus,Child/Youth,728464.0
5072,2025.0,April,Ferry,Child/Youth,108722.0
5073,2025.0,April,Light Rail,Child/Youth,155656.0
5074,2025.0,April,Metro,Child/Youth,271922.31
5075,2025.0,April,Train,Child/Youth,766391.43
5076,2025.0,April,Bus,Concession,1055684.0
5077,2025.0,April,Ferry,Concession,27316.0
5078,2025.0,April,Light Rail,Concession,360012.0
5079,2025.0,April,Metro,Concession,447576.63
5080,2025.0,April,Train,Concession,1370899.1
5081,2025.0,April,Bus,Day Pass Child/Youth w/o SAF,7.0
5082,2025.0,April,Ferry,Day Pass Child/Youth w/o SAF,1.0
