,Year,Month,Travel_Mode,Card_type,Trip
1255,2018.0,November,Train,Sgl Trip Rail Child/Youth,49652.0
1256,2018.0,December,Bus,Adult,14104676.0
1257,2018.0,December,Bus,Adult Single Bus Trip 1,112904.0
1258,2018.0,December,Bus,Adult Single Bus Trip 2,63021.0
1259,2018.0,December,Bus,Adult Single Bus Trip 3,21892.0
1260,2018.0,December,Bus,Child/Youth,1423439.0
1261,2018.0,December,Bus,Child/Youth Single Bus Trip 1,32811.0
1262,2018.0,December,Bus,Child/Youth Single Bus Trip 2,25849.0
1263,2018.0,December,Bus,Child/Youth Single Bus Trip 3,7956.0
1264,2018.0,December,Bus,Concession,1021477.0
1265,2018.0,December,Bus,Day Pass Child/Youth w/o SAF,29.0
1266,2018.0,December,Bus,Day Pass without SAF,426.0
1267,2018.0,December,Bus,Employee,82198.0
1268,2018.0,December,Bus,Free Travel,38642.0
1269,2018.0,December,Bus,On Demand,6439.0
1270,2018.0,December,Bus,Other,65839.0
1271,2018.0,December,Bus,School Student,1248913.0
1272,2018.0,December,Bus,Senior/Pensioner,4089027.0
1273,2018.0,December,Ferry,Adult,1019143.0
1274,2018.0,December,Ferry,CTP,45727.0
1275,2018.0,December,Ferry,Child/Youth,137948.0
1276,2018.0,December,Ferry,Concession,24831.0
1277,2018.0,December,Ferry,Day Pass without SAF,4.0
1278,2018.0,December,Ferry,Employee,5371.0
1279,2018.0,December,Ferry,Free Travel,2110.0
1280,2018.0,December,Ferry,School Student,2594.0
1281,2018.0,December,Ferry,Senior/Pensioner,187090.0
1282,2018.0,December,Ferry,Sgl Trip Ferry Adult,62404.0
1283,2018.0,December,Ferry,Sgl Trip Ferry Child/Youth,16424.0
1284,2018.0,December,Light Rail,Adult,610683.0
1285,2018.0,December,Light Rail,CTP,19441.0
1286,2018.0,December,Light Rail,Child/Youth,45017.0
1287,2018.0,December,Light Rail,Concession,24245.0
1288,2018.0,December,Light Rail,Day Pass without SAF,1.0
1289,2018.0,December,Light Rail,Employee,1259.0
1290,2018.0,December,Light Rail,Free Travel,858.0
1291,2018.0,December,Light Rail,School Student,2917.0
1292,2018.0,December,Light Rail,Senior/Pensioner,140990.0
1293,2018.0,December,Light Rail,Sgl Trip LR Adult,3036.0
1294,2018.0,December,Light Rail,Sgl Trip LR Child/Youth,711.0
1295,2018.0,December,Train,Adult,23050018.0
1296,2018.0,December,Train,CTP,400255.0
1297,2018.0,December,Train,Child/Youth,1319800.0
1298,2018.0,December,Train,Concession,1345643.0
1299,2018.0,December,Train,Day Pass Child/Youth w/o SAF,6.0
1300,2018.0,December,Train,Day Pass without SAF,366.0
1301,2018.0,December,Train,Employee,272003.0
1302,2018.0,December,Train,Free Travel,29670.0
1303,2018.0,December,Train,School Student,512431.0
1304,2018.0,December,Train,Senior/Pensioner,2815946.0
1305,2018.0,December,Train,Sgl Trip Rail Adult,306621.0
1306,2018.0,December,Train,Sgl Trip Rail Child/Youth,71697.0
1307,2019.0,January,Bus,Adult,14752879.0
1308,2019.0,January,Bus,Adult Single Bus Trip 1,110735.0
1309,2019.0,January,Bus,Adult Single Bus Trip 2,61336.0
1310,2019.0,January,Bus,Adult Single Bus Trip 3,20411.0
1311,2019.0,January,Bus,Child/Youth,1653909.0
1312,2019.0,January,Bus,Child/Youth Single Bus Trip 1,38810.0
1313,2019.0,January,Bus,Child/Youth Single Bus Trip 2,31393.0
1314,2019.0,January,Bus,Child/Youth Single Bus Trip 3,9539.0
1315,2019.0,January,Bus,Concession,1004593.0
1316,2019.0,January,Bus,Day Pass Child/Youth w/o SAF,18.0
1317,2019.0,January,Bus,Day Pass without SAF,725.0
1318,2019.0,January,Bus,Employee,85279.0
1319,2019.0,January,Bus,Free Travel,38510.0
1320,2019.0,January,Bus,On Demand,7041.0
1321,2019.0,January,Bus,Other,48037.0
1322,2019.0,January,Bus,School Student,205934.0
1323,2019.0,January,Bus,Senior/Pensioner,3970989.0
1324,2019.0,January,Ferry,Adult,1027527.0
1325,2019.0,January,Ferry,CTP,58537.0
1326,2019.0,January,Ferry,Child/Youth,196867.0
1327,2019.0,January,Ferry,Concession,26120.0
1328,2019.0,January,Ferry,Day Pass without SAF,8.0
1329,2019.0,January,Ferry,Employee,5535.0
1330,2019.0,January,Ferry,Free Travel,2397.0
1331,2019.0,January,Ferry,School Student,496.0
1332,2019.0,January,Ferry,Senior/Pensioner,222000.0
1333,2019.0,January,Ferry,Sgl Trip Ferry Adult,61360.0
1334,2019.0,January,Ferry,Sgl Trip Ferry Child/Youth,19149.0
1335,2019.0,January,Light Rail,Adult,440804.0
1336,2019.0,January,Light Rail,CTP,18576.0
1337,2019.0,January,Light Rail,Child/Youth,42875.0
1338,2019.0,January,Light Rail,Concession,18357.0
1339,2019.0,January,Light Rail,Day Pass without SAF,4.0
1340,2019.0,January,Light Rail,Employee,896.0
1341,2019.0,January,Light Rail,Free Travel,593.0
1342,2019.0,January,Light Rail,School Student,560.0
1343,2019.0,January,Light Rail,Senior/Pensioner,100259.0
1344,2019.0,January,Light Rail,Sgl Trip LR Adult,1740.0
1345,2019.0,January,Light Rail,Sgl Trip LR Child/Youth,569.0
1346,2019.0,January,Train,Adult,23174619.0
1347,2019.0,January,Train,CTP,559514.0
1348,2019.0,January,Train,Child/Youth,1511478.0
1349,2019.0,January,Train,Concession,1291370.0
1350,2019.0,January,Train,Day Pass Child/Youth w/o SAF,15.0
1351,2019.0,January,Train,Day Pass without SAF,493.0
1352,2019.0,January,Train,Employee,274738.0
1353,2019.0,January,Train,Free Travel,29386.0
1354,2019.0,January,Train,School Student,88704.0
1355,2019.0,January,Train,Senior/Pensioner,2671807.0
1356,2019.0,January,Train,Sgl Trip Rail Adult,250355.0
1357,2019.0,January,Train,Sgl Trip Rail Child/Youth,73085.0
1358,2019.0,February,Bus,Adult,15426206.0
1359,2019.0,February,Bus,Adult Single Bus Trip 1,99772.0
1360,2019.0,February,Bus,Adult Single Bus Trip 2,54290.0
1361,2019.0,February,Bus,Adult Single Bus Trip 3,17375.0
1362,2019.0,February,Bus,Child/Youth,1357664.0
1363,2019.0,February,Bus,Child/Youth Single Bus Trip 1,21631.0
1364,2019.0,February,Bus,Child/Youth Single Bus Trip 2,15276.0
1365,2019.0,February,Bus,Child/Youth Single Bus Trip 3,4340.0
1366,2019.0,February,Bus,Concession,1415444.0
1367,2019.0,February,Bus,Day Pass Child/Youth w/o SAF,46.0
1368,2019.0,February,Bus,Day Pass without SAF,659.0
1369,2019.0,February,Bus,Employee,87689.0
1370,2019.0,February,Bus,Free Travel,40466.0
1371,2019.0,February,Bus,On Demand,8098.0
1372,2019.0,February,Bus,Other,0.0
1373,2019.0,February,Bus,School Student,3034805.0
1374,2019.0,February,Bus,Senior/Pensioner,4130053.0
1375,2019.0,February,Ferry,Adult,876044.0
1376,2019.0,February,Ferry,CTP,47051.0
1377,2019.0,February,Ferry,Child/Youth,67142.0
1378,2019.0,February,Ferry,Concession,23079.0
1379,2019.0,February,Ferry,Day Pass without SAF,11.0
1380,2019.0,February,Ferry,Employee,4613.0
1381,2019.0,February,Ferry,Free Travel,2254.0
1382,2019.0,February,Ferry,School Student,3433.0
1383,2019.0,February,Ferry,Senior/Pensioner,191521.0
1384,2019.0,February,Ferry,Sgl Trip Ferry Adult,45285.0
1385,2019.0,February,Ferry,Sgl Trip Ferry Child/Youth,6282.0
1386,2019.0,February,Light Rail,Adult,613130.0
1387,2019.0,February,Light Rail,CTP,25195.0
1388,2019.0,February,Light Rail,Child/Youth,42123.0
1389,2019.0,February,Light Rail,Concession,29066.0
1390,2019.0,February,Light Rail,Day Pass without SAF,6.0
1391,2019.0,February,Light Rail,Employee,1354.0
1392,2019.0,February,Light Rail,Free Travel,1147.0
1393,2019.0,February,Light Rail,School Student,8614.0
1394,2019.0,February,Light Rail,Senior/Pensioner,164339.0
1395,2019.0,February,Light Rail,Sgl Trip LR Adult,2796.0
1396,2019.0,February,Light Rail,Sgl Trip LR Child/Youth,580.0
1397,2019.0,February,Train,Adult,24235381.0
1398,2019.0,February,Train,CTP,612866.0
1399,2019.0,February,Train,Child/Youth,1030042.0
1400,2019.0,February,Train,Concession,1692708.0
1401,2019.0,February,Train,Day Pass Child/Youth w/o SAF,15.0
1402,2019.0,February,Train,Day Pass without SAF,502.0
1403,2019.0,February,Train,Employee,299251.0
1404,2019.0,February,Train,Free Travel,32805.0
1405,2019.0,February,Train,School Student,1203113.0
1406,2019.0,February,Train,Senior/Pensioner,2837854.0
1407,2019.0,February,Train,Sgl Trip Rail Adult,235026.0
1408,2019.0,February,Train,Sgl Trip Rail Child/Youth,39201.0
1409,2019.0,March,Bus,Adult,16865038.0
1410,2019.0,March,Bus,Adult Single Bus Trip 1,104426.0
1411,2019.0,March,Bus,Adult Single Bus Trip 2,56005.0
1412,2019.0,March,Bus,Adult Single Bus Trip 3,18478.0
1413,2019.0,March,Bus,Child/Youth,1388228.0
1414,2019.0,March,Bus,Child/Youth Single Bus Trip 1,24315.0
1415,2019.0,March,Bus,Child/Youth Single Bus Trip 2,16792.0
1416,2019.0,March,Bus,Child/Youth Single Bus Trip 3,4803.0
1417,2019.0,March,Bus,Concession,2273012.0
1418,2019.0,March,Bus,Day Pass Child/Youth w/o SAF,90.0
1419,2019.0,March,Bus,Day Pass without SAF,989.0
1420,2019.0,March,Bus,Employee,94200.0
1421,2019.0,March,Bus,Free Travel,43399.0
1422,2019.0,March,Bus,On Demand,9767.0
1423,2019.0,March,Bus,Other,0.0
1424,2019.0,March,Bus,School Student,3406548.0
1425,2019.0,March,Bus,Senior/Pensioner,4436133.0
1426,2019.0,March,Ferry,Adult,891646.0
1427,2019.0,March,Ferry,CTP,52039.0
1428,2019.0,March,Ferry,Child/Youth,69720.0
1429,2019.0,March,Ferry,Concession,28579.0
1430,2019.0,March,Ferry,Day Pass Child/Youth w/o SAF,6.0
1431,2019.0,March,Ferry,Day Pass without SAF,13.0
1432,2019.0,March,Ferry,Employee,4519.0
1433,2019.0,March,Ferry,Free Travel,2303.0
1434,2019.0,March,Ferry,School Student,3635.0
1435,2019.0,March,Ferry,Senior/Pensioner,195448.0
1436,2019.0,March,Ferry,Sgl Trip Ferry Adult,46412.0
1437,2019.0,March,Ferry,Sgl Trip Ferry Child/Youth,6437.0
1438,2019.0,March,Light Rail,Adult,696793.0
1439,2019.0,March,Light Rail,CTP,32869.0
1440,2019.0,March,Light Rail,Child/Youth,45828.0
1441,2019.0,March,Light Rail,Concession,43393.0
1442,2019.0,March,Light Rail,Day Pass Child/Youth w/o SAF,1.0
1443,2019.0,March,Light Rail,Day Pass without SAF,15.0
1444,2019.0,March,Light Rail,Employee,1817.0
1445,2019.0,March,Light Rail,Free Travel,1409.0
1446,2019.0,March,Light Rail,School Student,9944.0
1447,2019.0,March,Light Rail,Senior/Pensioner,173382.0
1448,2019.0,March,Light Rail,Sgl Trip LR Adult,3569.0
1449,2019.0,March,Light Rail,Sgl Trip LR Child/Youth,1046.0
1450,2019.0,March,Train,Adult,26870901.0
1451,2019.0,March,Train,CTP,715994.0
1452,2019.0,March,Train,Child/Youth,1091466.0
1453,2019.0,March,Train,Concession,2792174.0
1454,2019.0,March,Train,Day Pass Child/Youth w/o SAF,54.0
1455,2019.0,March,Train,Day Pass without SAF,685.0
1456,2019.0,March,Train,Employee,330137.0
1457,2019.0,March,Train,Free Travel,34783.0
1458,2019.0,March,Train,School Student,1321749.0
1459,2019.0,March,Train,Senior/Pensioner,3059039.0
1460,2019.0,March,Train,Sgl Trip Rail Adult,268079.0
1461,2019.0,March,Train,Sgl Trip Rail Child/Youth,45205.0
1462,2019.0,April,Bus,Adult,14959627.0
1463,2019.0,April,Bus,Adult Single Bus Trip 1,93026.0
1464,2019.0,April,Bus,Adult Single Bus Trip 2,48668.0
1465,2019.0,April,Bus,Adult Single Bus Trip 3,17329.0
1466,2019.0,April,Bus,Child/Youth,1449736.0
1467,2019.0,April,Bus,Child/Youth Single Bus Trip 1,27868.0
1468,2019.0,April,Bus,Child/Youth Single Bus Trip 2,21897.0
1469,2019.0,April,Bus,Child/Youth Single Bus Trip 3,6122.0
1470,2019.0,April,Bus,Concession,1834882.0
1471,2019.0,April,Bus,Day Pass Child/Youth w/o SAF,48.0
1472,2019.0,April,Bus,Day Pass without SAF,773.0
1473,2019.0,April,Bus,Employee,85255.0
1474,2019.0,April,Bus,Free Travel,38720.0
1475,2019.0,April,Bus,On Demand,9784.0
1476,2019.0,April,Bus,School Student,1735455.0
1477,2019.0,April,Bus,Senior/Pensioner,4113032.0
1478,2019.0,April,Ferry,Adult,917392.0
1479,2019.0,April,Ferry,CTP,54154.0
1480,2019.0,April,Ferry,Child/Youth,149389.0
1481,2019.0,April,Ferry,Concession,25473.0
1482,2019.0,April,Ferry,Day Pass without SAF,12.0
1483,2019.0,April,Ferry,Employee,4575.0
1484,2019.0,April,Ferry,Free Travel,2306.0
1485,2019.0,April,Ferry,School Student,1955.0
1486,2019.0,April,Ferry,Senior/Pensioner,211530.0
1487,2019.0,April,Ferry,Sgl Trip Ferry Adult,49727.0
1488,2019.0,April,Ferry,Sgl Trip Ferry Child/Youth,15970.0
1489,2019.0,April,Light Rail,Adult,610905.0
1490,2019.0,April,Light Rail,CTP,31478.0
1491,2019.0,April,Light Rail,Child/Youth,57364.0
1492,2019.0,April,Light Rail,Concession,33409.0
1493,2019.0,April,Light Rail,Day Pass without SAF,5.0
1494,2019.0,April,Light Rail,Employee,1496.0
1495,2019.0,April,Light Rail,Free Travel,1259.0
1496,2019.0,April,Light Rail,School Student,5178.0
1497,2019.0,April,Light Rail,Senior/Pensioner,159245.0
1498,2019.0,April,Light Rail,Sgl Trip LR Adult,3567.0
1499,2019.0,April,Light Rail,Sgl Trip LR Child/Youth,1620.0
1500,2019.0,April,Train,Adult,24276410.0
1501,2019.0,April,Train,CTP,710888.0
1502,2019.0,April,Train,Child/Youth,1331399.0
1503,2019.0,April,Train,Concession,2257676.0
1504,2019.0,April,Train,Day Pass Child/Youth w/o SAF,23.0
1505,2019.0,April,Train,Day Pass without SAF,658.0
1506,2019.0,April,Train,Employee,304321.0
1507,2019.0,April,Train,Free Travel,31756.0
1508,2019.0,April,Train,School Student,690414.0
1509,2019.0,April,Train,Senior/Pensioner,2898742.0
1510,2019.0,April,Train,Sgl Trip Rail Adult,241881.0
1511,2019.0,April,Train,Sgl Trip Rail Child/Youth,66510.0
1512,2019.0,May,Bus,Adult,16827324.0
1513,2019.0,May,Bus,Adult Single Bus Trip 1,93036.0
1514,2019.0,May,Bus,Adult Single Bus Trip 2,49965.0
1515,2019.0,May,Bus,Adult Single Bus Trip 3,16623.0
1516,2019.0,May,Bus,Child/Youth,1256375.0
1517,2019.0,May,Bus,Child/Youth Single Bus Trip 1,20657.0
1518,2019.0,May,Bus,Child/Youth Single Bus Trip 2,14135.0
1519,2019.0,May,Bus,Child/Youth Single Bus Trip 3,3968.0
1520,2019.0,May,Bus,Concession,1882427.0
1521,2019.0,May,Bus,Day Pass Child/Youth w/o SAF,68.0
1522,2019.0,May,Bus,Day Pass without SAF,787.0
1523,2019.0,May,Bus,Employee,99204.0
1524,2019.0,May,Bus,Free Travel,44534.0
1525,2019.0,May,Bus,On Demand,11130.0
1526,2019.0,May,Bus,School Student,3592972.0
1527,2019.0,May,Bus,Senior/Pensioner,4586037.0
1528,2019.0,May,Ferry,Adult,787055.0
1529,2019.0,May,Ferry,CTP,51727.0
1530,2019.0,May,Ferry,Child/Youth,66200.0
1531,2019.0,May,Ferry,Concession,24888.0
1532,2019.0,May,Ferry,Day Pass Child/Youth w/o SAF,178.0
1533,2019.0,May,Ferry,Day Pass without SAF,22.0
1534,2019.0,May,Ferry,Employee,5002.0
1535,2019.0,May,Ferry,Free Travel,2331.0
1536,2019.0,May,Ferry,School Student,3720.0
1537,2019.0,May,Ferry,Senior/Pensioner,201703.0
1538,2019.0,May,Ferry,Sgl Trip Ferry Adult,31501.0
1539,2019.0,May,Ferry,Sgl Trip Ferry Child/Youth,5522.0
1540,2019.0,May,Light Rail,Adult,625322.0
1541,2019.0,May,Light Rail,CTP,34183.0
1542,2019.0,May,Light Rail,Child/Youth,37874.0
1543,2019.0,May,Light Rail,Concession,36161.0
1544,2019.0,May,Light Rail,Day Pass Child/Youth w/o SAF,9.0
1545,2019.0,May,Light Rail,Day Pass without SAF,13.0
1546,2019.0,May,Light Rail,Employee,1537.0
1547,2019.0,May,Light Rail,Free Travel,1393.0
1548,2019.0,May,Light Rail,School Student,11280.0
1549,2019.0,May,Light Rail,Senior/Pensioner,161232.0
1550,2019.0,May,Light Rail,Sgl Trip LR Adult,2534.0
1551,2019.0,May,Light Rail,Sgl Trip LR Child/Youth,632.0
1552,2019.0,May,Metro,Adult,219429.0
1553,2019.0,May,Metro,CTP,7887.0
1554,2019.0,May,Metro,Child/Youth,6186.0
1555,2019.0,May,Metro,Concession,19058.0
1556,2019.0,May,Metro,Day Pass without SAF,5.0
1557,2019.0,May,Metro,Employee,3142.0
1558,2019.0,May,Metro,Free Travel,333.0
1559,2019.0,May,Metro,School Student,13436.0
1560,2019.0,May,Metro,Senior/Pensioner,24600.0
1561,2019.0,May,Metro,Sgl Trip Rail Adult,1696.0
1562,2019.0,May,Metro,Sgl Trip Rail Child/Youth,332.0
1563,2019.0,May,Train,Adult,27859455.0
1564,2019.0,May,Train,CTP,893575.0
1565,2019.0,May,Train,Child/Youth,972256.0
1566,2019.0,May,Train,Concession,2479155.0
1567,2019.0,May,Train,Day Pass Child/Youth w/o SAF,38.0
1568,2019.0,May,Train,Day Pass without SAF,626.0
1569,2019.0,May,Train,Employee,366432.0
1570,2019.0,May,Train,Free Travel,38389.0
1571,2019.0,May,Train,School Student,1461690.0
1572,2019.0,May,Train,Senior/Pensioner,3208060.0
1573,2019.0,May,Train,Sgl Trip Rail Adult,236129.0
1574,2019.0,May,Train,Sgl Trip Rail Child/Youth,46316.0
1575,2019.0,June,Bus,Adult,14504498.0
1576,2019.0,June,Bus,Adult Single Bus Trip 1,80555.0
1577,2019.0,June,Bus,Adult Single Bus Trip 2,42267.0
1578,2019.0,June,Bus,Adult Single Bus Trip 3,13191.0
1579,2019.0,June,Bus,Child/Youth,1175335.0
1580,2019.0,June,Bus,Child/Youth Single Bus Trip 1,19193.0
1581,2019.0,June,Bus,Child/Youth Single Bus Trip 2,13566.0
1582,2019.0,June,Bus,Child/Youth Single Bus Trip 3,3543.0
1583,2019.0,June,Bus,Concession,1555717.0
1584,2019.0,June,Bus,Day Pass Child/Youth w/o SAF,50.0
1585,2019.0,June,Bus,Day Pass without SAF,832.0
1586,2019.0,June,Bus,Employee,86459.0
1587,2019.0,June,Bus,Free Travel,37745.0
1588,2019.0,June,Bus,On Demand,9946.0
1589,2019.0,June,Bus,School Student,2754915.0
1590,2019.0,June,Bus,Senior/Pensioner,3942952.0
1591,2019.0,June,Ferry,Adult,756440.0
1592,2019.0,June,Ferry,CTP,55609.0
1593,2019.0,June,Ferry,Child/Youth,101453.0
1594,2019.0,June,Ferry,Concession,23397.0
1595,2019.0,June,Ferry,Day Pass Child/Youth w/o SAF,80.0
1596,2019.0,June,Ferry,Day Pass without SAF,8.0
1597,2019.0,June,Ferry,Employee,4698.0
1598,2019.0,June,Ferry,Free Travel,2020.0
1599,2019.0,June,Ferry,School Student,2963.0
1600,2019.0,June,Ferry,Senior/Pensioner,178127.0
1601,2019.0,June,Ferry,Sgl Trip Ferry Adult,32282.0
1602,2019.0,June,Ferry,Sgl Trip Ferry Child/Youth,9985.0
1603,2019.0,June,Light Rail,Adult,640884.0
1604,2019.0,June,Light Rail,CTP,35044.0
1605,2019.0,June,Light Rail,Child/Youth,48131.0
1606,2019.0,June,Light Rail,Concession,35869.0
1607,2019.0,June,Light Rail,Day Pass without SAF,11.0
1608,2019.0,June,Light Rail,Employee,1647.0
1609,2019.0,June,Light Rail,Free Travel,1098.0
1610,2019.0,June,Light Rail,School Student,8583.0
1611,2019.0,June,Light Rail,Senior/Pensioner,161787.0
1612,2019.0,June,Light Rail,Sgl Trip LR Adult,2841.0
1613,2019.0,June,Light Rail,Sgl Trip LR Child/Youth,785.0
1614,2019.0,June,Metro,Adult,1144461.0
1615,2019.0,June,Metro,CTP,34882.0
1616,2019.0,June,Metro,Child/Youth,112236.0
1617,2019.0,June,Metro,Concession,145218.0
1618,2019.0,June,Metro,Day Pass without SAF,6.0
1619,2019.0,June,Metro,Employee,10974.0
1620,2019.0,June,Metro,Free Travel,2296.0
1621,2019.0,June,Metro,School Student,92249.0
1622,2019.0,June,Metro,Senior/Pensioner,143843.0
1623,2019.0,June,Metro,Sgl Trip Rail Adult,12588.0
1624,2019.0,June,Metro,Sgl Trip Rail Child/Youth,7851.0
1625,2019.0,June,Train,Adult,23861758.0
1626,2019.0,June,Train,CTP,867911.0
1627,2019.0,June,Train,Child/Youth,1044267.0
1628,2019.0,June,Train,Concession,1808606.0
1629,2019.0,June,Train,Day Pass Child/Youth w/o SAF,17.0
1630,2019.0,June,Train,Day Pass without SAF,671.0
1631,2019.0,June,Train,Employee,326446.0
1632,2019.0,June,Train,Free Travel,32272.0
1633,2019.0,June,Train,School Student,1090865.0
1634,2019.0,June,Train,Senior/Pensioner,2807164.0
1635,2019.0,June,Train,Sgl Trip Rail Adult,218974.0
1636,2019.0,June,Train,Sgl Trip Rail Child/Youth,53349.0
1637,2019.0,July,Bus,Adult,15823165.0
1638,2019.0,July,Bus,Adult Single Bus Trip 1,87764.0
1639,2019.0,July,Bus,Adult Single Bus Trip 2,46970.0
1640,2019.0,July,Bus,Adult Single Bus Trip 3,11597.0
1641,2019.0,July,Bus,Child/Youth,1578565.0
1642,2019.0,July,Bus,Child/Youth Single Bus Trip 1,29117.0
1643,2019.0,July,Bus,Child/Youth Single Bus Trip 2,21315.0
1644,2019.0,July,Bus,Child/Youth Single Bus Trip 3,5469.0
1645,2019.0,July,Bus,Concession,1578007.0
1646,2019.0,July,Bus,Day Pass Child/Youth w/o SAF,61.0
1647,2019.0,July,Bus,Day Pass without SAF,900.0
1648,2019.0,July,Bus,Employee,95618.0
1649,2019.0,July,Bus,Free Travel,42759.0
1650,2019.0,July,Bus,On Demand,22584.0
1651,2019.0,July,Bus,School Student,1644170.0
1652,2019.0,July,Bus,Senior/Pensioner,4334952.0
1653,2019.0,July,Ferry,Adult,790593.0
1654,2019.0,July,Ferry,CTP,50349.0
1655,2019.0,July,Ferry,Child/Youth,148948.0
1656,2019.0,July,Ferry,Concession,22642.0
1657,2019.0,July,Ferry,Day Pass Child/Youth w/o SAF,83.0
1658,2019.0,July,Ferry,Day Pass without SAF,10.0
1659,2019.0,July,Ferry,Employee,4647.0
1660,2019.0,July,Ferry,Free Travel,1954.0
1661,2019.0,July,Ferry,School Student,1752.0
1662,2019.0,July,Ferry,Senior/Pensioner,185699.0
1663,2019.0,July,Ferry,Sgl Trip Ferry Adult,35865.0
1664,2019.0,July,Ferry,Sgl Trip Ferry Child/Youth,15817.0
1665,2019.0,July,Light Rail,Adult,669127.0
1666,2019.0,July,Light Rail,CTP,37082.0
1667,2019.0,July,Light Rail,Child/Youth,65526.0
1668,2019.0,July,Light Rail,Concession,33597.0
1669,2019.0,July,Light Rail,Day Pass without SAF,20.0
1670,2019.0,July,Light Rail,Employee,1502.0
1671,2019.0,July,Light Rail,Free Travel,1291.0
1672,2019.0,July,Light Rail,School Student,4780.0
1673,2019.0,July,Light Rail,Senior/Pensioner,169509.0
1674,2019.0,July,Light Rail,Sgl Trip LR Adult,2885.0
1675,2019.0,July,Light Rail,Sgl Trip LR Child/Youth,1653.0
1676,2019.0,July,Metro,Adult,1390001.0
1677,2019.0,July,Metro,CTP,36923.0
1678,2019.0,July,Metro,Child/Youth,164783.0
1679,2019.0,July,Metro,Concession,134159.0
1680,2019.0,July,Metro,Day Pass Child/Youth w/o SAF,1.0
1681,2019.0,July,Metro,Day Pass without SAF,22.0
1682,2019.0,July,Metro,Employee,10328.0
1683,2019.0,July,Metro,Free Travel,2159.0
1684,2019.0,July,Metro,School Student,45109.0
1685,2019.0,July,Metro,Senior/Pensioner,155990.0
1686,2019.0,July,Metro,Sgl Trip Rail Adult,10958.0
1687,2019.0,July,Metro,Sgl Trip Rail Child/Youth,8387.0
1688,2019.0,July,Train,Adult,25768860.0
1689,2019.0,July,Train,CTP,890275.0
1690,2019.0,July,Train,Child/Youth,1380506.0
1691,2019.0,July,Train,Concession,1800701.0
1692,2019.0,July,Train,Day Pass Child/Youth w/o SAF,27.0
1693,2019.0,July,Train,Day Pass without SAF,797.0
1694,2019.0,July,Train,Employee,351847.0
1695,2019.0,July,Train,Free Travel,35294.0
1696,2019.0,July,Train,School Student,646026.0
1697,2019.0,July,Train,Senior/Pensioner,2993919.0
1698,2019.0,July,Train,Sgl Trip Rail Adult,212479.0
1699,2019.0,July,Train,Sgl Trip Rail Child/Youth,67391.0
1700,2019.0,August,Bus,Adult,15900861.0
1701,2019.0,August,Bus,Adult Single Bus Trip 1,79217.0
1702,2019.0,August,Bus,Adult Single Bus Trip 2,40983.0
1703,2019.0,August,Bus,Adult Single Bus Trip 3,10600.0
1704,2019.0,August,Bus,CTP,45975.0
1705,2019.0,August,Bus,Child/Youth,1260371.0
1706,2019.0,August,Bus,Child/Youth Single Bus Trip 1,19594.0
1707,2019.0,August,Bus,Child/Youth Single Bus Trip 2,12843.0
1708,2019.0,August,Bus,Child/Youth Single Bus Trip 3,3384.0
1709,2019.0,August,Bus,Concession,1914213.0
1710,2019.0,August,Bus,Day Pass Child/Youth w/o SAF,113.0
1711,2019.0,August,Bus,Day Pass without SAF,905.0
1712,2019.0,August,Bus,Employee,94889.0
1713,2019.0,August,Bus,Free Travel,42665.0
1714,2019.0,August,Bus,On Demand,23135.0
1715,2019.0,August,Bus,School Student,3182243.0
1716,2019.0,August,Bus,Senior/Pensioner,4320530.0
1717,2019.0,August,Ferry,Adult,724780.0
1718,2019.0,August,Ferry,CTP,58355.0
1719,2019.0,August,Ferry,Child/Youth,80831.0
1720,2019.0,August,Ferry,Concession,22873.0
1721,2019.0,August,Ferry,Day Pass Child/Youth w/o SAF,349.0
1722,2019.0,August,Ferry,Day Pass without SAF,28.0
1723,2019.0,August,Ferry,Employee,3847.0
1724,2019.0,August,Ferry,Free Travel,1954.0
1725,2019.0,August,Ferry,School Student,3467.0
1726,2019.0,August,Ferry,Senior/Pensioner,168724.0
1727,2019.0,August,Ferry,Sgl Trip Ferry Adult,31988.0
1728,2019.0,August,Ferry,Sgl Trip Ferry Child/Youth,8804.0
1729,2019.0,August,Light Rail,Adult,673022.0
1730,2019.0,August,Light Rail,CTP,43751.0
1731,2019.0,August,Light Rail,Child/Youth,45254.0
1732,2019.0,August,Light Rail,Concession,41982.0
1733,2019.0,August,Light Rail,Day Pass without SAF,15.0
1734,2019.0,August,Light Rail,Employee,1651.0
1735,2019.0,August,Light Rail,Free Travel,1325.0
1736,2019.0,August,Light Rail,School Student,10457.0
1737,2019.0,August,Light Rail,Senior/Pensioner,168039.0
1738,2019.0,August,Light Rail,Sgl Trip LR Adult,2823.0
1739,2019.0,August,Light Rail,Sgl Trip LR Child/Youth,727.0
1740,2019.0,August,Metro,Adult,1437608.0
1741,2019.0,August,Metro,CTP,56587.0
1742,2019.0,August,Metro,Child/Youth,85909.0
1743,2019.0,August,Metro,Concession,251912.0
1744,2019.0,August,Metro,Day Pass Child/Youth w/o SAF,2.0
1745,2019.0,August,Metro,Day Pass without SAF,11.0
1746,2019.0,August,Metro,Employee,9627.0
1747,2019.0,August,Metro,Free Travel,1974.0
1748,2019.0,August,Metro,School Student,93320.0
1749,2019.0,August,Metro,Senior/Pensioner,135069.0
1750,2019.0,August,Metro,Sgl Trip Rail Adult,8621.0
